-1.00000006536,-0.000753769
-0.999000065356,-0.000653266
-0.998000065356,-0.000613065
-0.997000065356,-0.000552764
-0.996000065356,-0.000522613
-0.995000065356,-0.000482412
-0.994000065356,-0.000492462
-0.993000065356,-0.000482412
-0.992000065356,-0.000472362
-0.991000065356,-0.000452261
-0.990000065356,-0.000462312
-0.989000065356,-0.00040201
-0.988000065356,-0.000361809
-0.987000065356,-0.000271357
-0.986000065356,-0.000190955
-0.985000065356,-0.000140704
-0.984000065356,-0.000180905
-0.983000065356,-0.000180905
-0.982000065356,-0.000311558
-0.981000065356,-0.00038191
-0.980000065356,-0.000422111
-0.979000065356,-0.000442211
-0.978000065356,-0.000542714
-0.977000065356,-0.000643216
-0.976000065356,-0.000723618
-0.975000065356,-0.00079397
-0.974000065356,-0.000894472
-0.973000065356,-0.00101508
-0.972000065356,-0.00109548
-0.971000065356,-0.00117588
-0.970000065356,-0.00124623
-0.969000065356,-0.00133668
-0.968000065356,-0.00134673
-0.967000065356,-0.00139698
-0.966000065356,-0.00137688
-0.965000065356,-0.00134673
-0.964000065356,-0.00136683
-0.963000065356,-0.00130653
-0.962000065356,-0.00122613
-0.961000065356,-0.00116583
-0.960000065356,-0.00109548
-0.959000065356,-0.00109548
-0.958000065356,-0.00104523
-0.957000065356,-0.00101508
-0.956000065356,-0.00103518
-0.955000065356,-0.00100503
-0.954000065356,-0.00107538
-0.953000065356,-0.00111558
-0.952000065356,-0.00116583
-0.951000065356,-0.00115578
-0.950000065356,-0.00124623
-0.949000065356,-0.00129648
-0.948000065356,-0.00130653
-0.947000065356,-0.00127638
-0.946000065356,-0.00126633
-0.945000065356,-0.00120603
-0.944000065356,-0.00118593
-0.943000065356,-0.00110553
-0.942000065356,-0.00107538
-0.941000065356,-0.00102513
-0.940000065356,-0.000914573
-0.939000065356,-0.000864322
-0.938000065356,-0.000834171
-0.937000065356,-0.00080402
-0.936000065356,-0.00078392
-0.935000065356,-0.000844221
-0.934000065356,-0.000874372
-0.933000065356,-0.000974874
-0.932000065356,-0.00102513
-0.931000065356,-0.00108543
-0.930000065356,-0.00116583
-0.929000065356,-0.00119598
-0.928000065356,-0.00122613
-0.927000065356,-0.00125628
-0.926000065356,-0.00124623
-0.925000065356,-0.00116583
-0.924000065356,-0.00112563
-0.923000065356,-0.00105528
-0.922000065356,-0.000974874
-0.921000065356,-0.000924623
-0.920000065356,-0.000844221
-0.919000065356,-0.00081407
-0.918000065356,-0.00079397
-0.917000065356,-0.00079397
-0.916000065356,-0.00078392
-0.915000065356,-0.000824121
-0.914000065356,-0.000854271
-0.913000065356,-0.000944724
-0.912000065356,-0.000964824
-0.911000065356,-0.00107538
-0.910000065356,-0.00113568
-0.909000065356,-0.00113568
-0.908000065356,-0.00114573
-0.907000065356,-0.00117588
-0.906000065356,-0.00117588
-0.905000065356,-0.00111558
-0.904000065356,-0.00108543
-0.903000065356,-0.00100503
-0.902000065356,-0.000974874
-0.901000065356,-0.000894472
-0.900000065356,-0.00081407
-0.899000065356,-0.000763819
-0.898000065356,-0.000753769
-0.897000065356,-0.000733668
-0.896000065356,-0.000763819
-0.895000065356,-0.00078392
-0.894000065356,-0.00080402
-0.893000065356,-0.000854271
-0.892000065356,-0.000924623
-0.891000065356,-0.00102513
-0.890000065356,-0.00107538
-0.889000065356,-0.00111558
-0.888000065356,-0.00113568
-0.887000065356,-0.00116583
-0.886000065356,-0.00112563
-0.885000065356,-0.00106533
-0.884000065356,-0.00100503
-0.883000065356,-0.000984925
-0.882000065356,-0.000894472
-0.881000065356,-0.000854271
-0.880000065356,-0.00079397
